Key,english
modmag_glock_glock_big_stick_9x19_33,"Glock 9x19 "Big Stick" 33-round magazine"
modmag_glock_glock_big_stick_9x19_33Desc,"Weight: 0.32kg\nErgonomics: -6\nReload Speed: default\nMagazine capacity: 33\nCompatible with: Glock 17, Glock 18C"

modmag_glock_sgmt_glock_drum_50_9x19_50,"Glock 9x19 SGM Tactical 50-round drum magazine"
modmag_glock_sgmt_glock_drum_50_9x19_50Desc,"Weight: 0.85kg\nErgonomics: -11\nReload Speed: default\nMagazine capacity: 50\nCompatible with: Glock 17, Glock 18C, STM-9, Vector-9"

modmag_glock_beta_cmag_9x19_100,"Glock 9x19 Beta C-Mag 100-round drum magazine"
modmag_glock_beta_cmag_9x19_100Desc,"Weight: 1.5kg\nErgonomics: -15\nReload Speed: -15%\nMagazine capacity: 100\nCompatible with: Glock 17, Glock 18C, STM-9, Vector-9"

modmag_mpx_tti_sig_mag_w_base_pad_9x19_41,"MPX 9x19 TTI "Base Pad +11" 41-round magazine"
modmag_mpx_tti_sig_mag_w_base_pad_9x19_41Desc,"Weight: 0.51kg\nErgonomics: -4\nReload Speed: default\nMagazine capacity: 41\nCompatible with: MPX"

modmag_mpx_f5_mpx_drum_9x19_50,"MPX 9x19 F5 MFG 50-round drum magazine"
modmag_mpx_f5_mpx_drum_9x19_50Desc,"Weight: 0.9kg\nErgonomics: -15\nReload Speed: default\nMagazine capacity: 50\nCompatible with: MPX"

modmag_ump45_omnitech_casket_45acp_50,"UMP .45ACP OmniTech Casket-style 50-round magazine"
modmag_ump45_omnitech_casket_45acp_50Desc,"Weight: 1kg\nErgonomics: -7\nReload Speed: default\nMagazine capacity: 50\nCompatible with: UMP-45"

modmag_ump45_custom_cmag_45acp_100,"UMP .45ACP Custom C-Mag 100-round drum magazine"
modmag_ump45_custom_cmag_45acp_100Desc,"Weight: 2.52kg\nErgonomics: -16\nReload Speed: -15%\nMagazine capacity: 100\nCompatible with: UMP-45"

modmag_thompson_m1921a_drum_45acp_100,"Thompson M1921A .45ACP 100-round drum magazine"
modmag_thompson_m1921a_drum_45acp_100Desc,"Weight: 3.02kg\nErgonomics: -20\nReload Speed: -15%\nMagazine capacity: 100\nCompatible with: Thompson M1921A"

modmag_kriss_vector_omnitech_v50_45acp_50,"Vector .45ACP Omnitech V50 50-round drum magazine"
modmag_kriss_vector_omnitech_v50_45acp_50Desc,"Weight: 1.1kg\nErgonomics: -15\nReload Speed: default\nMagazine capacity: 50\nCompatible with: Vector-45"

modmag_glock_beta_cmag_45acp_100,"Glock .45ACP Beta C-Mag 100-round drum magazine"
modmag_glock_beta_cmag_45acp_100Desc,"Weight: 1.65kg\nErgonomics: -21\nReload Speed: -15%\nMagazine capacity: 100\nCompatible with: Vector-45"

modmag_mp7_hk_std_46x30_40,"HK MP7 4.6x30 40-round magazine"
modmag_mp7_hk_std_46x30_40Desc,"Weight: 0.48kg\nErgonomics: -4\nReload Speed: default\nMagazine capacity: 40\nCompatible with: MP7"

modmag_mp7_custom_box_46x30_90,"HK MP7 Custom 4.6x30 90-round box magazine"
modmag_mp7_custom_box_46x30_90Desc,"Weight: 1.250kg\nErgonomics: -12\nReload Speed: -15%\nMagazine capacity: 90\nCompatible with: MP7"

modmag_p90_custom_zaku_drum_57x28_100,"FN P90 Zaku-style 100-round drum magazine"
modmag_p90_custom_zaku_drum_57x28_100Desc,"Weight: 1.5kg\nErgonomics: -23\nReload Speed: -15%\nMagazine capacity: 100\nCompatible with: P90"

modmag_p90_custom_zaku_drum_57x28_135,"FN P90 Zaku-style 135-round drum magazine"
modmag_p90_custom_zaku_drum_57x28_135Desc,"Weight: 1.95kg\nErgonomics: -27\nReload Speed: -20%\nMagazine capacity: 135\nCompatible with: P90"

modmag_p90_custom_zaku_drum_57x28_200,"FN P90 Zaku-style 200-round drum magazine"
modmag_p90_custom_zaku_drum_57x28_200Desc,"Weight: 2.65kg\nErgonomics: -30\nReload Speed: -25%\nMagazine capacity: 200\nCompatible with: P90"

modmag_ak74_izhmash_6L18_545x39_45,"AK-74 5.45x39 6L26 45-round magazine"
modmag_ak74_izhmash_6L18_545x39_45Desc,"Weight: 0.75kg\nErgonomics: -7\nReload Speed: default\nMagazine capacity: 45\nCompatible with: 5.45x39 Rifles"

modmag_ak74_izhmash_6L31_545x39_60,"AK-74 5.45x39 6L31 60-round magazine"
modmag_ak74_izhmash_6L31_545x39_60Desc,"Weight: 0.9kg\nErgonomics: -16\nReload Speed: default\nMagazine capacity: 60\nCompatible with: 5.45x39 Rifles but not Custom Guns NL 545"

modmag_ak_izhmash_rpk16_drum_545x39_95,"RPK-16 5.45x39 95-round drum magazine"
modmag_ak_izhmash_rpk16_drum_545x39_95Desc,"Weight: 1.63kg\nErgonomics: -24\nReload Speed: -15%\nMagazine capacity: 95\nCompatible with: 5.45x39 Rifles"

modmag_sks_promag_aalvx35_762x39_35,"SKS 7.62x39 ProMag AALVX 35-round magazine"
modmag_sks_promag_aalvx35_762x39_35Desc,"Weight: 0.62kg\nErgonomics: -7\nReload Speed: default\nMagazine capacity: 35\nCompatible with: SKS Carbine"

modmag_sks_kci_drum_762x39_75,"SKS 7.62x39 KCI 75-round drum magazine"
modmag_sks_kci_drum_762x39_75Desc,"Weight: 1.94kg\nErgonomics: -17\nReload Speed: -15%\nMagazine capacity: 75\nCompatible with: SKS Carbine"

modmag_ak_izhmash_rpk_std_61_sector_762x39_40,"AK 7.62x39 Molot Arms 40-round magazine"
modmag_ak_izhmash_rpk_std_61_sector_762x39_40Desc,"Weight: 1.1kg\nErgonomics: -7\nReload Speed: default\nMagazine capacity: 40\nCompatible with: 7.62x39 Rifles"

modmag_ak_x_products_x_47_drum_762x39_50,"AK 7.62x39 X Products X-47 50-round drum magazine"
modmag_ak_x_products_x_47_drum_762x39_50Desc,"Weight: 1.5kg\nErgonomics: -15\nReload Speed: default\nMagazine capacity: 50\nCompatible with: 7.62x39 Rifles"

modmag_ak_molot_rpk_drum_762x39_75,"AK 7.62x39 Molot Arms 75-round drum magazine"
modmag_ak_molot_rpk_drum_762x39_75Desc,"Weight: 2.1kg\nErgonomics: -26\nReload Speed: -15%\nMagazine capacity: 75\nCompatible with: 7.62x39 Rifles"

modmag_ak_steel_drum_762x39_100,"AK 7.62x39 Steel 100-round drum magazine"
modmag_ak_steel_drum_762x39_100Desc,"Weight: 2.8kg\nErgonomics: -30\nReload Speed: -20%\nMagazine capacity: 100\nCompatible with: 7.62x39 Rifles"

modmag_rpd_custom_box_762x39_200,"RPD 7.62x39 Custom 200-round box magazine"
modmag_rpd_custom_box_762x39_200Desc,"Weight: 4.4kg\nErgonomics: -42\nReload Speed: -25%\nMagazine capacity: 200\nCompatible with: RPD"

modmag_ar10_xmag_762x51_35,"AR-10 7.62x51 X-Mag Extended 35-round magazine"
modmag_ar10_xmag_762x51_35Desc,"Weight: 1.3kg\nErgonomics: -7\nReload Speed: default\nMagazine capacity: 35\nCompatible with: HK-G28, HK-417, R11 RSASS, SR-25, MDR-762, MCX Spear, SCAR-H"

modmag_fal_ds_arms_fal_sa58_762x51_30,"SA58/FAL 7.62x51 30-round magazine"
modmag_fal_ds_arms_fal_sa58_762x51_30Desc,"Weight: 1.2kg\nErgonomics: -9\nReload Speed: default\nMagazine capacity: 30\nCompatible with: FAL, RFB"

modmag_fal_x_products_x_fal_762x51_50,"SA58/FAL 7.62x51 X Products X-FAL 50-round drum magazine"
modmag_fal_x_products_x_fal_762x51_50Desc,"Weight: 1.85kg\nErgonomics: -20\nReload Speed: default\nMagazine capacity: 50\nCompatible with: FAL"

modmag_m14_x_products_drum_magazine_m14_762x51_50,"M14 7.62x51 X Products X-14 50-round drum magazine"
modmag_m14_x_products_drum_magazine_m14_762x51_50Desc,"Weight: 1.9kg\nErgonomics: -17\nReload Speed: default\nMagazine capacity: 50\nCompatible with: M1A-EBR, M14-SASS"

modmag_mk17_x_drum_magazine_scar_h_762x51_50,"SCAR-H MK17 7.62x51 X-Drum 50-round drum magazine"
modmag_mk17_x_drum_magazine_scar_h_762x51_50Desc,"Weight: 2kg\nErgonomics: -18\nReload Speed: default\nMagazine capacity: 50\nCompatible with: SCAR-H"

modmag_ar10_x_products_x_25_drum_762x51_50,"AR-10 7.62x51 X Products X-25 50-round drum magazine"
modmag_ar10_x_products_x_25_drum_762x51_50Desc,"Weight: 1.9kg\nErgonomics: -15\nReload Speed: default\nMagazine capacity: 50\nCompatible with: R11 RSASS, SR-25, MDR-762, MCX Spear"

modmag_mk17_scar_h_cmag_100,"SCAR-H MK17 7.62x51 C-Mag 100-round drum magazine"
modmag_mk17_scar_h_cmag_100Desc,"Weight: 3.6kg\nErgonomics: -27\nReload Speed: -20%\nMagazine capacity: 100\nCompatible with: SCAR-H"

modmag_m14_beta_cmag_762x51_100,"M14 7.62x51 Beta C-Mag 100-round drum magazine"
modmag_m14_beta_cmag_762x51_100Desc,"Weight: 3.8kg\nErgonomics:-26\nReload Speed: -20%\nMagazine capacity: 100\nCompatible with: M1A-EBR, M14-SASS"

modmag_m60_custom_welded_tribox_762x51_250,"M60 7.62x51 Custom Welded Tri-Box 250-round magazine"
modmag_m60_custom_welded_tribox_762x51_250Desc,"Weight: 6.9kg\nErgonomics: -32\nReload Speed: -30%\nMagazine capacity: 250\nCompatible with: M60E6"

modmag_svd_izhmash_svd_std_762x54_20,"SVD 7.62x54R 20-round magazine"
modmag_svd_izhmash_svd_std_762x54_20Desc,"Weight: 0.6kg\nErgonomics: -2\nReload Speed: default\nMagazine capacity: 20\nCompatible with: SVDS"

modmag_svd_makeshift_drum_762x54R_50,"SVD 7.62x54R Makeshift 50-round drum magazine"
modmag_svd_makeshift_drum_762x54R_50Desc,"Weight: 2.2kg\nErgonomics: -26\nReload Speed: -15%\nMagazine capacity: 50\nCompatible with: SVDS"

modmag_svd_makeshift_drum_762x54R_55,"SVD Makeshift 55 Round Drum Magazine"
modmag_svd_makeshift_drum_762x54R_55Desc,"Weight: 2.4kg\nErgonomics: -28\nReload Speed: -15%\nMagazine capacity: 55\nCompatible with: SVDS"

modmag_pk_custom_box_762x54r_200,"PK 7.62x54R Custom Box 200-round magazine"
modmag_pk_custom_box_762x54r_200Desc,"Weight: 6.6kg\nErgonomics: -40\nReload Speed: -30%\nMagazine capacity: 200\nCompatible with: PKP"

modmag_aug_steyr_std_556x45_42,"Steyr AUG 5.56x45 42-round magazine"
modmag_aug_steyr_std_556x45_42Desc,"Weight: 0.65kg\nErgonomics: -7\nReload Speed: default\nMagazine capacity: 42\nCompatible with: AUG"

modmag_aug_magpul_pmag_d_60_556x45_60,"Steyr AUG 5.56x45 Custom PMAG D-60 60-round drum magazine"
modmag_aug_magpul_pmag_d_60_556x45_60Desc,"Weight: 1.4kg\nErgonomics: -16\nReload Speed: default\nMagazine capacity: 60\nCompatible with: AUG"

modmag_stanag_magpul_pmag_gen_m3_556x45_40,"AR-15 5.56x45 Magpul PMAG GEN M3 STANAG 40-round magazine"
modmag_stanag_magpul_pmag_gen_m3_556x45_40Desc,"Weight: 0.68kg\nErgonomics: -7\nReload Speed: default\nMagazine capacity: 40\nCompatible with: 5.56x45 and .300Blackout AR-styled, STANAG magazine Rifles"

modmag_stanag_magpul_pmag_d_60_556x45_60,"AR-15 5.56x45 Magpul PMAG D-60 STANAG 60-round magazine"
modmag_stanag_magpul_pmag_d_60_556x45_60Desc,"Weight: 1.35kg\nErgonomics: -16\nReload Speed: default\nMagazine capacity: 60\nCompatible with: 5.56x45 and .300Blackout AR-styled, STANAG magazine Rifles\nCan not be used along side underbarrel attachments."

modmag_stanag_surefire_mag5_556x45_60,"AR-15 5.56x45 SureFire MAG5-60 STANAG 60-round magazine"
modmag_stanag_surefire_mag5_556x45_60Desc,"Weight: 0.9kg\nErgonomics: -18\nReload Speed: default\nMagazine capacity: 60\nCompatible with: 5.56x45 and .300Blackout AR-styled, STANAG magazine Rifles"

modmag_stanag_surefire_mag5_556x45_100,"AR-15 5.56x45 SureFire MAG5-100 STANAG 100-round magazine"
modmag_stanag_surefire_mag5_556x45_100Desc,"Weight: 1.5kg\nErgonomics: -27\nReload Speed: -10%\nMagazine capacity: 100\nCompatible with: 5.56x45 and .300Blackout AR-styled, STANAG magazine Rifles\nCan not be used along side bipod attachments."

modmag_stanag_beta_c_mag_556x45_100,"AR-15 5.56x45 Beta C-Mag 100-round drum magazine"
modmag_stanag_beta_c_mag_556x45_100Desc,"Weight: 2.3kg\nErgonomics: -24\nReload Speed: -15%\nMagazine capacity: 100\nCompatible with: 5.56x45 and .300Blackout AR-styled, STANAG magazine Rifles\nCan not be used along side underbarrel attachments."

modmag_ak_molot_mag_223_556x45_45,"AK 5.56x45 Molot Arms 45-round magazine"
modmag_ak_molot_mag_223_556x45_45Desc,"Weight: 0.84kg\nErgonomics: -8\nReload Speed: default\nMagazine capacity: 45\nCompatible with: 5.56x45 and .300Blackout AK-styled Rifles"

modmag_vss_tochmash_vss_val_9x39_30,"VSS/VAL 9x39 30-round magazine"
modmag_vss_tochmash_vss_val_9x39_30Desc,"Weight: 0.94kg\nErgonomics: -4\nReload Speed: default\nMagazine capacity: 30\nCompatible with: VSS, AS Val"

modmag_vss_tochmash_vss_val_9x39_45,"VSS/VAL 9x39 45-round magazine"
modmag_vss_tochmash_vss_val_9x39_45Desc,"Weight: 1.44kg\nErgonomics: -6\nReload Speed: default\nMagazine capacity: 45\nCompatible with: VSS, AS Val"

modmag_ash12_ckib_127x55_40,"ASh-12 12.7x55 Custom 40-round magazine"
modmag_ash12_ckib_127x55_40Desc,"Weight: 3.6kg\nErgonomics: -20\nReload Speed: -10%\nMagazine capacity: 40\nCompatible with: ASh-12"

modmag_ash12_ckib_127x55_60,"ASh-12 12.7x55 Custom Double-stack 60-round magazine"
modmag_ash12_ckib_127x55_60Desc,"Weight: 5.1kg\nErgonomics: -27\nReload Speed: -15%\nMagazine capacity: 60\nCompatible with: ASh-12"

modmag_sword_mk18_pmag_338lm_20,"Sword MK18 .338LapuaMagnum PMAG 20-round magazine"
modmag_sword_mk18_pmag_338lm_20Desc,"Weight: 2kg\nErgonomics: -14\nReload Speed: -10%\nMagazine capacity: 20\nCompatible with: Sword MK18"

modmag_870_remington_magazine_extension_12g_10,"M870 12ga 10-shell tube"
modmag_870_remington_magazine_extension_12g_10Desc,"Weight: 0.9kg\nErgonomics: -6\nReload Speed: default\nMagazine capacity: 10+1\nCompatible with: M870"

modmag_m3_benelli_std_12g_7,"Benelli M3 12ga 7-shell tube"
modmag_m3_benelli_std_12g_7Desc,"Weight: 0.6kg\nErgonomics: -2\nReload Speed: default\nMagazine capacity: 7+1\nCompatible with: Benelli M3"

modmag_m3_tonisystem_magazine_extension_12g_13,"Benelli M3 12ga Tonisystem 13-shell tube"
modmag_m3_tonisystem_magazine_extension_12g_13Desc,"Weight: 1kg\nErgonomics: -4\nReload Speed: quad-shell loading\nMagazine capacity: 13+1\nCompatible with: Benelli M3\nCannot be used with any silencers."

modmag_mr153_izhmeh_12g_8,"MP-153 12ga 8-shell tube"
modmag_mr153_izhmeh_12g_8Desc,"Weight: 0.7kg\nErgonomics: -6\nReload Speed: default\nMagazine capacity: 8+1\nCompatible with: MP-153"

modmag_saiga12_maxrounds_powermag_20_12x76_20,"SOK-12 12ga MaxRounds Powermag 20-round drum magazine"
modmag_saiga12_maxrounds_powermag_20_12x76_20Desc,"Weight: 1.7kg\nErgonomics: -24\nReload Speed: -15%\nMagazine capacity: 20\nCompatible with: Saiga 12K"

modmag_aa12_mps_aa12_drum_mag_12g_20,"AA-12 12g 20-round drum magazine"
modmag_aa12_mps_aa12_drum_mag_12g_20Desc,"Weight: 2.1kg\nErgonomics: -20\nReload Speed: -15%\nMagazine capacity: 20\nCompatible with: AA-12"

modmag_aa12_drum_mag_12g_32,"AA-12 12g 32-round drum magazine"
modmag_aa12_drum_mag_12g_32Desc,"Weight: 3.2kg\nErgonomics: -27\nReload Speed: -25%\nMagazine capacity: 32\nCompatible with: AA-12"

modsilencer_tt_custom_noname_762x25tt,"TT 7.62x25 makeshift sound suppressor"
modsilencer_tt_custom_noname_762x25ttDesc,"Weight: 0.33kg\nErgonomics: -12\nRecoil: -7%\nDurability burn: +15%\nCompatible with: Tokarev"

modsilencer_stechkin_aps_std_9x18pm,"Stechkin APS 9x18PM sound suppressor"
modsilencer_stechkin_aps_std_9x18pmDesc,"Weight: 0.49kg\nErgonomics: -21\nRecoil: -6%\nDurability burn: +15%\nCompatible with: Stechkin APS"

modsilencer_pp9_klin_custom_9x18pm,"PP-9 Klin Custom 9x18PM sound suppressor"
modsilencer_pp9_klin_custom_9x18pmDesc,"Weight: 0.2kg\nErgonomics: -16\nRecoil: -9%\nDurability burn: +15%\nCompatible with: PP-9 Klin"

modsilencer_mount_silencerco_hybrid_46_multi,"SilencerCo Hybrid 46 multi-caliber sound suppressor"
modsilencer_mount_silencerco_hybrid_46_multiDesc,"Weight: 0.63kg\nErgonomics: -17\nRecoil: -7%\nDurability burn: +15%\nCompatible with: most firearms"

modsilencer_all_silencerco_osprey_9_9x19,"SilencerCo Osprey 9 9x19 sound suppressor"
modsilencer_all_silencerco_osprey_9_9x19Desc,"Weight: 0.27kg\nErgonomics: -17\nRecoil: -8%\nDurability burn: +15%\nCompatible with: 9x19 firearms"

modsilencer_all_sig_srd_9_9x19,"SIG Sauer SRD9 9x19 sound suppressor"
modsilencer_all_sig_srd_9_9x19Desc,"Weight: 0.26kg\nErgonomics: -15\nRecoil: -6%\nDurability burn: +15%\nCompatible with: 9x19 firearms"

modsilencer_uzi_pro_smg_custom_9x19,"UZI PRO SMG 9x19 sound suppressor"
modsilencer_uzi_pro_smg_custom_9x19Desc,"Weight: 0.39kg\nErgonomics: -15\nRecoil: -9%\nDurability burn: +15%\nCompatible with: UZI PRO SMG"

modsilencer_glock_fischer_development_fd917_9x19,"Glock 9x19 Fischer Development FD917 sound suppressor"
modsilencer_glock_fischer_development_fd917_9x19Desc,"Weight: 0.35kg\nErgonomics: -22\nRecoil: -14%\nDurability burn: +15%\nCompatible with: Glock 17\nMore effective sound suppression."

modsilencer_mpx_ronin_12_inch_supressor_9x19,"MPX 9x19 Ronin Arms 12 inch SD Suppressor"
modsilencer_mpx_ronin_12_inch_supressor_9x19Desc,"Weight: 0.43kg\nErgonomics: -7\nRecoil: -13%\nDurability burn: +15%\nCompatible with: MPX\nIntegrally suppressed, more effective sound suppression."

modsilencer_sr1mp_tochmash_sr1mp_std_9x21,"SR-1MP 9x21 sound suppressor"
modsilencer_sr1mp_tochmash_sr1mp_std_9x21Desc,"Weight: 0.49kg\nErgonomics: -15\nRecoil: -7%\nDurability burn: +15%\nCompatible with: SR-1MP"

modsilencer_sr2m_tochmash_suppressor_9x21,"SR-2M 9x21 SV-1381 sound suppressor"
modsilencer_sr2m_tochmash_suppressor_9x21Desc,"Weight: 0.48kg\nErgonomics: -17\nRecoil: -6%\nDurability burn: +15%\nCompatible with: SR-2M 'Veresk'"

modsilencer_base_silencerco_omega_45k_1143x23,"SilencerCo Omega 45k .45 ACP sound suppressor"
modsilencer_base_silencerco_omega_45k_1143x23Desc,"Weight: 0.41kg\nErgonomics: -20\nRecoil: -7%\nDurability burn: +15%\nCompatible with: Vector-45, USP-45 Tactical, M1911, M45"

modsilencer_ump_bt_ump_45_1143x23,"HK UMP B&T OEM .45 ACP sound suppressor"
modsilencer_ump_bt_ump_45_1143x23Desc,"Weight: 0.45kg\nErgonomics: -16\nRecoil: -8%\nDurability burn: +15%\nCompatible with: UMP-45"

modsilencer_mp7_bt_rotex_2_46x30,"HK MP7 B&T Rotex 2 4.6x30 sound suppressor"
modsilencer_mp7_bt_rotex_2_46x30Desc,"Weight: 0.61kg\nErgonomics: -20\nRecoil: -7%\nDurability burn: +15%\nCompatible with: MP7"

modsilencer_p90_fn_p90_attenuator_57x28,"FN P90 Attenuator 5.7x28 sound suppressor"
modsilencer_p90_fn_p90_attenuator_57x28Desc,"Weight: 0.68kg\nErgonomics: -17\nRecoil: -6%\nDurability burn: +15%\nCompatible with: P90"

modsilencer_hk_ucp_46x30,"HK UCP 4.6x30 sound suppressor"
modsilencer_hk_ucp_46x30Desc,"Weight: 0.18kg\nErgonomics: -17\nRecoil: -7%\nDurability burn: +15%\nCompatible with: HK UCP"

modsilencer_57_gemtech_sfn_57_57x28,"Gemtech SFN-57 5.7x28 sound suppressor"
modsilencer_57_gemtech_sfn_57_57x28Desc,"Weight: 0.15kg\nErgonomics: -15\nRecoil: +6%\nDurability burn: +15%\nCompatible with: FN-57"

modsilencer_ak74_spectehnika_tgpa_545x39,"AK-74 TGP-A 5.45x39 sound suppressor"
modsilencer_ak74_spectehnika_tgpa_545x39Desc,"Weight: 0.7kg\nErgonomics: -25\nRecoil: -7%\nDurability burn: +15%\nCompatible with: 5.45x39 Rifles"

modmuzzle_ak_hexagon_reactor_muzzle_brake_545x39,"AK Hexagon Reactor 5.45x39 muzzle brake"
