Key,english
modscopeNCStarADODesc,"Trọng lượng: 0.600kg\nCông thái học:-2\nTương thích: hầu hết các loại súng\nCuộn con lăn chuột để thay đổi mức thu phóng, hoặc nhấn [action:KFLibPlayerActions:ToggleZoomLevel] để chuyển đổi mức thu phóng\nNhấn hoặc giữ 'F' để kích hoạt kính ngắm phụ."
modscopeKMZ1p69Weaver,"Ống ngắm súng trường KMZ 1P69 3-10x trên ngàm weaver"
modscopeKMZ1p69WeaverDesc,"Trọng lượng: 1.440kg\nCông thái học:-5\nTương thích: hầu hết các loại súng\nCuộn con lăn chuột để thay đổi mức thu phóng, hoặc nhấn [action:KFLibPlayerActions:ToggleZoomLevel] để chuyển đổi mức thu phóng\nCó thể lắp thêm kính ngắm phản xạ siêu nhỏ phụ trợ cho chiến đấu tầm gần."
modscopeKMZ1p69Dovetail,"Ống ngắm KMZ 1P69 3-10x ngàm Dovetail"
modscopeKMZ1p69DovetailDesc,"Trọng lượng: 1.350kg\nCông thái học:-5\nTương thích: các loại súng có ngàm Dovetail"
modscopeaimpointAcroP1canted,"Kính ngắm phản xạ Aimpoint ACRO P-1 (Nghiêng)"
modscopeaimpointAcroP1cantedDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm phụ nghiêng góc để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeaimpointMicroH2canted,"Kính ngắm phản xạ Aimpoint Micro H-2 (Nghiêng)"
modscopeaimpointMicroH2cantedDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm phụ nghiêng góc để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeaimpointMicroT1canted,"Kính ngắm phản xạ Aimpoint Micro T-1 (Nghiêng)"
modscopeaimpointMicroT1cantedDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm phụ nghiêng góc để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeBelOMOpk06canted,"Kính ngắm phản xạ BelOMO PK-06 (Nghiêng)"
modscopeBelOMOpk06cantedDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm phụ nghiêng góc để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeburrisfastfirecanted,"Kính ngắm phản xạ Burris FastFire 3 (Nghiêng)"
modscopeburrisfastfirecantedDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm phụ nghiêng góc để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeleupolddeltapointcanted,"Kính ngắm phản xạ Leupold DeltaPoint (Nghiêng)"
modscopeleupolddeltapointcantedDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm phụ nghiêng góc để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeSIGromeo4canted,"Kính ngắm phản xạ SIG Sauer ROMEO4 (Nghiêng)"
modscopeSIGromeo4cantedDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm phụ nghiêng góc để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeRMRcanted,"Kính ngắm phản xạ Trijicon RMR (Nghiêng)"
modscopeRMRcantedDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm phụ nghiêng góc để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "

modscopeaimpointAcroP1_backup,"Kính ngắm phản xạ Aimpoint ACRO P-1 (Phụ)"
modscopeaimpointAcroP1_backupDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm kính ngắm phụ để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeaimpointMicroH2_backup,"Kính ngắm phản xạ Aimpoint Micro H-2 (Phụ)"
modscopeaimpointMicroH2_backupDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm kính ngắm phụ để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeaimpointMicroT1_backup,"Kính ngắm phản xạ Aimpoint Micro T-1 (Phụ)"
modscopeaimpointMicroT1_backupDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm kính ngắm phụ để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeBelOMOpk06_backup,"Kính ngắm phản xạ BelOMO PK-06 (Phụ)"
modscopeBelOMOpk06_backupDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm kính ngắm phụ để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeburrisfastfire_backup,"Kính ngắm phản xạ Burris FastFire 3 (Phụ)"
modscopeburrisfastfire_backupDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm kính ngắm phụ để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeleupolddeltapoint_backup,"Kính ngắm phản xạ Leupold DeltaPoint (Phụ)"
modscopeleupolddeltapoint_backupDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm kính ngắm phụ để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeSIGromeo4_backup,"Kính ngắm phản xạ SIG Sauer ROMEO4 (Phụ)"
modscopeSIGromeo4_backupDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm kính ngắm phụ để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "
modscopeRMR_backup,"Kính ngắm phản xạ Trijicon RMR (Phụ)"
modscopeRMR_backupDesc,"Cùng loại kính ngắm, nhưng được lắp trên ngàm kính ngắm phụ lệch góc để bắt mục tiêu tầm gần nhanh chóng. Nhấn phím 'F' để kích hoạt. "

modmag_ppsh_zis_std_762x25_71,"Băng đạn trống PPSh-41 7.62x25 71 viên"
modmag_ppsh_zis_std_762x25_71Desc,"Trọng lượng: 1.61kg\nCông thái học: -9\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 71\nTương thích với: PPSh-41"

modmag_tt_custom_drum_762x25_75,"Băng đạn trống tùy chỉnh TT-33 7.62x25 75 viên "
modmag_tt_custom_drum_762x25_75Desc,"Trọng lượng: 1.21kg\nCông thái học: -18\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 75\nTương thích với: TT-33, TT-33 Golden "

modmag_pm_custom_9x18pm_84,"Băng đạn trống tự chế PM 9x18PM 84 viên"
modmag_pm_custom_9x18pm_84Desc,"Trọng lượng: 1.29kg\nCông thái học: -18\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 84\nTương thích với: PM Alphadog"

modmag_kedr_custom_9x18pm_75,"Băng đạn trống tùy chỉnh PP-9 Klin 9x18PM 75 viên"
modmag_kedr_custom_9x18pm_75Desc,"Trọng lượng: 1.545kg\nCông thái học: -7\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 75\nTương thích với: PP-9 Klin"

modmag_pp_19_01_f5mfg_kr9_drum_mag_9x19_50,"Băng đạn trống PP-19-01 9x19 F5 MFG 50 viên"
modmag_pp_19_01_f5mfg_kr9_drum_mag_9x19_50Desc,"Trọng lượng: 0.93kg\nCông thái học: -13\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: PP-19-01 Vityaz"

modmag_sr2m_custom_taped_9x21_60,"Băng đạn SR-2M 9x21 60 viên (dán băng keo)"
modmag_sr2m_custom_taped_9x21_60Desc,"Trọng lượng: 1.1kg\nCông thái học: -11\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 60\nTương thích với: SR-2M Veresk"

modmag_uzi_iwi_9x19_50,"Băng đạn UZI 9x19 50 viên"
modmag_uzi_iwi_9x19_50Desc,"Trọng lượng: 0.55kg\nCông thái học: -5\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: UZI"

modmag_mp5_x_products_x_5_9x19_50,"Băng đạn trống HK MP5 9x19 X Products X-5 50 viên"
modmag_mp5_x_products_x_5_9x19_50Desc,"Trọng lượng: 0.64kg\nCông thái học: -15\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: Các biến thể MP5"

modmag_uzi_beta_cmag_9x19_100,"Băng đạn trống UZI 9x19 Beta C-Mag 100 viên"
modmag_uzi_beta_cmag_9x19_100Desc,"Trọng lượng: 1.5kg\nCông thái học: -16\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 100\nTương thích với: UZI"

modmag_glock_glock_big_stick_9x19_33,"Băng đạn Glock 9x19 ""Big Stick"" 33 viên"
modmag_glock_glock_big_stick_9x19_33Desc,"Trọng lượng: 0.32kg\nCông thái học: -6\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 33\nTương thích với: Glock 17, Glock 18C"

modmag_glock_sgmt_glock_drum_50_9x19_50,"Băng đạn trống Glock 9x19 SGM Tactical 50 viên"
modmag_glock_sgmt_glock_drum_50_9x19_50Desc,"Trọng lượng: 0.85kg\nCông thái học: -11\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: Glock 17, Glock 18C, STM-9, Vector-9"

modmag_glock_beta_cmag_9x19_100,"Băng đạn trống Glock 9x19 Beta C-Mag 100 viên"
modmag_glock_beta_cmag_9x19_100Desc,"Trọng lượng: 1.5kg\nCông thái học: -15\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 100\nTương thích với: Glock 17, Glock 18C, STM-9, Vector-9"

modmag_mpx_tti_sig_mag_w_base_pad_9x19_41,"Băng đạn MPX 9x19 TTI ""Base Pad +11"" 41 viên"
modmag_mpx_tti_sig_mag_w_base_pad_9x19_41Desc,"Trọng lượng: 0.51kg\nCông thái học: -4\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 41\nTương thích với: MPX"

modmag_mpx_f5_mpx_drum_9x19_50,"Băng đạn trống MPX 9x19 F5 MFG 50 viên"
modmag_mpx_f5_mpx_drum_9x19_50Desc,"Trọng lượng: 0.9kg\nCông thái học: -15\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: MPX"

modmag_ump45_omnitech_casket_45acp_50,"Băng đạn kiểu tráp UMP .45ACP OmniTech 50 viên"
modmag_ump45_omnitech_casket_45acp_50Desc,"Trọng lượng: 1kg\nCông thái học: -7\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: UMP-45"

modmag_ump45_custom_cmag_45acp_100,"Băng đạn trống tùy chỉnh UMP .45ACP C-Mag 100 viên"
modmag_ump45_custom_cmag_45acp_100Desc,"Trọng lượng: 2.52kg\nCông thái học: -16\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 100\nTương thích với: UMP-45"

modmag_thompson_m1921a_drum_45acp_100,"Băng đạn trống Thompson M1921A .45ACP 100 viên"
modmag_thompson_m1921a_drum_45acp_100Desc,"Trọng lượng: 3.02kg\nCông thái học: -20\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 100\nTương thích với: Thompson M1921A"

modmag_kriss_vector_omnitech_v50_45acp_50,"Băng đạn trống Vector .45ACP Omnitech V50 50 viên"
modmag_kriss_vector_omnitech_v50_45acp_50Desc,"Trọng lượng: 1.1kg\nCông thái học: -15\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: Vector-45"

modmag_glock_beta_cmag_45acp_100,"Băng đạn trống Glock .45ACP Beta C-Mag 100 viên"
modmag_glock_beta_cmag_45acp_100Desc,"Trọng lượng: 1.65kg\nCông thái học: -21\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 100\nTương thích với: Vector-45"

modmag_mp7_hk_std_46x30_40,"Băng đạn HK MP7 4.6x30 40 viên"
modmag_mp7_hk_std_46x30_40Desc,"Trọng lượng: 0.48kg\nCông thái học: -4\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 40\nTương thích với: MP7"

modmag_mp7_custom_box_46x30_90,"Băng đạn hộp tùy chỉnh HK MP7 4.6x30 90 viên"
modmag_mp7_custom_box_46x30_90Desc,"Trọng lượng: 1.250kg\nCông thái học: -12\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 90\nTương thích với: MP7"

modmag_p90_custom_zaku_drum_57x28_100,"Băng đạn trống kiểu Zaku FN P90 100 viên"
modmag_p90_custom_zaku_drum_57x28_100Desc,"Trọng lượng: 1.5kg\nCông thái học: -23\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 100\nTương thích với: P90"

modmag_p90_custom_zaku_drum_57x28_135,"Băng đạn trống kiểu Zaku FN P90 135 viên"
modmag_p90_custom_zaku_drum_57x28_135Desc,"Trọng lượng: 1.95kg\nCông thái học: -27\nTốc độ nạp đạn: -20%\nSức chứa băng đạn: 135\nTương thích với: P90"

modmag_p90_custom_zaku_drum_57x28_200,"Băng đạn trống kiểu Zaku FN P90 200 viên"
modmag_p90_custom_zaku_drum_57x28_200Desc,"Trọng lượng: 2.65kg\nCông thái học: -30\nTốc độ nạp đạn: -25%\nSức chứa băng đạn: 200\nTương thích với: P90"

modmag_ak74_izhmash_6L18_545x39_45,"Băng đạn AK-74 5.45x39 6L26 45 viên"
modmag_ak74_izhmash_6L18_545x39_45Desc,"Trọng lượng: 0.75kg\nCông thái học: -7\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 45\nTương thích với: Các loại súng trường 5.45x39"

modmag_ak74_izhmash_6L31_545x39_60,"Băng đạn AK-74 5.45x39 6L31 60 viên"
modmag_ak74_izhmash_6L31_545x39_60Desc,"Trọng lượng: 0.9kg\nCông thái học: -16\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 60\nTương thích với: Các loại súng trường 5.45x39 nhưng không bao gồm Custom Guns NL 545"

modmag_ak_izhmash_rpk16_drum_545x39_95,"Băng đạn trống RPK-16 5.45x39 95 viên"
modmag_ak_izhmash_rpk16_drum_545x39_95Desc,"Trọng lượng: 1.63kg\nCông thái học: -24\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 95\nTương thích với: Các loại súng trường 5.45x39"

modmag_sks_promag_aalvx35_762x39_35,"Băng đạn SKS 7.62x39 ProMag AALVX 35 viên"
modmag_sks_promag_aalvx35_762x39_35Desc,"Trọng lượng: 0.62kg\nCông thái học: -7\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 35\nTương thích với: SKS Carbine"

modmag_sks_kci_drum_762x39_75,"Băng đạn trống SKS 7.62x39 KCI 75 viên"
modmag_sks_kci_drum_762x39_75Desc,"Trọng lượng: 1.94kg\nCông thái học: -17\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 75\nTương thích với: SKS Carbine"

modmag_ak_izhmash_rpk_std_61_sector_762x39_40,"Băng đạn AK 7.62x39 Molot Arms 40 viên"
modmag_ak_izhmash_rpk_std_61_sector_762x39_40Desc,"Trọng lượng: 1.1kg\nCông thái học: -7\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 40\nTương thích với: Các loại súng trường 7.62x39"

modmag_ak_x_products_x_47_drum_762x39_50,"Băng đạn trống AK 7.62x39 X Products X-47 50 viên"
modmag_ak_x_products_x_47_drum_762x39_50Desc,"Trọng lượng: 1.5kg\nCông thái học: -15\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: Các loại súng trường 7.62x39"

modmag_ak_molot_rpk_drum_762x39_75,"Băng đạn trống AK 7.62x39 Molot Arms 75 viên"
modmag_ak_molot_rpk_drum_762x39_75Desc,"Trọng lượng: 2.1kg\nCông thái học: -26\nTốc độ nạp đạn: -15%\nSức chứa băng đạn: 75\nTương thích với: Các loại súng trường 7.62x39"

modmag_ak_steel_drum_762x39_100,"Băng đạn trống thép AK 7.62x39 100 viên"
modmag_ak_steel_drum_762x39_100Desc,"Trọng lượng: 2.8kg\nCông thái học: -30\nTốc độ nạp đạn: -20%\nSức chứa băng đạn: 100\nTương thích với: Các loại súng trường 7.62x39"

modmag_rpd_custom_box_762x39_200,"Băng đạn hộp tùy chỉnh RPD 7.62x39 200 viên"
modmag_rpd_custom_box_762x39_200Desc,"Trọng lượng: 4.4kg\nCông thái học: -42\nTốc độ nạp đạn: -25%\nSức chứa băng đạn: 200\nTương thích với: RPD"

modmag_ar10_xmag_762x51_35,"Băng đạn mở rộng AR-10 7.62x51 X-Mag 35 viên"
modmag_ar10_xmag_762x51_35Desc,"Trọng lượng: 1.3kg\nCông thái học: -7\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 35\nTương thích với: HK-G28, HK-417, R11 RSASS, SR-25, MDR-762, MCX Spear, SCAR-H"

modmag_fal_ds_arms_fal_sa58_762x51_30,"Băng đạn SA58/FAL 7.62x51 30 viên"
modmag_fal_ds_arms_fal_sa58_762x51_30Desc,"Trọng lượng: 1.2kg\nCông thái học: -9\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 30\nTương thích với: FAL, RFB"

modmag_fal_x_products_x_fal_762x51_50,"Băng đạn trống SA58/FAL 7.62x51 X Products X-FAL 50 viên"
modmag_fal_x_products_x_fal_762x51_50Desc,"Trọng lượng: 1.85kg\nCông thái học: -20\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: FAL"

modmag_m14_x_products_drum_magazine_m14_762x51_50,"Băng đạn trống M14 7.62x51 X Products X-14 50 viên"
modmag_m14_x_products_drum_magazine_m14_762x51_50Desc,"Trọng lượng: 1.9kg\nCông thái học: -17\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: M1A-EBR, M14-SASS"

modmag_mk17_x_drum_magazine_scar_h_762x51_50,"Băng đạn trống SCAR-H MK17 7.62x51 X-Drum 50 viên"
modmag_mk17_x_drum_magazine_scar_h_762x51_50Desc,"Trọng lượng: 2kg\nCông thái học: -18\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: SCAR-H"

modmag_ar10_x_products_x_25_drum_762x51_50,"Băng đạn trống AR-10 7.62x51 X Products X-25 50 viên"
modmag_ar10_x_products_x_25_drum_762x51_50Desc,"Trọng lượng: 1.9kg\nCông thái học: -15\nTốc độ nạp đạn: mặc định\nSức chứa băng đạn: 50\nTương thích với: R11 RSASS, SR-25, MDR-762, MCX Spear"

modmag_mk17_scar_h_cmag_100,"Băng đạn trống SCAR-H MK17 7.62x51 C-Mag 100 viên"
modmag_mk17_scar_h_cmag_100Desc,"Trọng lượng: 3.6kg\nCông thái học: -27\nTốc độ nạp đạn: -20%\nSức chứa băng đạn: 100\nTương thích với: SCAR-H"

modmag_m14_beta_cmag_762x51_100,"Băng đạn trống M14 7.62x51 Beta C-Mag 100 viên"
modmag_m14_beta_cmag_762x51_100Desc,"Trọng lượng: 3.8kg\nCông thái học:-26\nTốc độ nạp đạn: -20%\nSức chứa băng đạn: 100\nTương thích với: M1A-EBR, M14-SASS"

modmag_m60_custom_welded_tribox_762x51_250,"Băng đạn M60 7.62x51 tùy chỉnh hàn Tri-Box 250 viên"
